"","cnt","w_schgrnrabwt","st004d01t","cntschid","cntstuid","oecd","age","misssc","workpay","immig","bsmj","relatst","learres","famsupsl","hisced","hisei","homepos","ictsch","icthome","ictqual","ictout","ictwkdy","icteffic","ictenq","ictfeed","pv1math","pv2math","pv3math","pv4math","pv5math","pv6math","pv7math","pv8math","pv9math","pv10math","pv1read","pv2read","pv3read","pv4read","pv5read","pv6read","pv7read","pv8read","pv9read","pv10read","pv1scie","pv2scie","pv3scie","pv4scie","pv5scie","pv6scie","pv7scie","pv8scie","pv9scie","pv10scie","w_fsturwt1","w_fsturwt2","w_fsturwt3","w_fsturwt4","w_fsturwt5","w_fsturwt6","w_fsturwt7","w_fsturwt8","w_fsturwt9","w_fsturwt10","w_fsturwt11","w_fsturwt12","w_fsturwt13","w_fsturwt14","w_fsturwt15","w_fsturwt16","w_fsturwt17","w_fsturwt18","w_fsturwt19","w_fsturwt20","w_fsturwt21","w_fsturwt22","w_fsturwt23","w_fsturwt24","w_fsturwt25","w_fsturwt26","w_fsturwt27","w_fsturwt28","w_fsturwt29","w_fsturwt30","w_fsturwt31","w_fsturwt32","w_fsturwt33","w_fsturwt34","w_fsturwt35","w_fsturwt36","w_fsturwt37","w_fsturwt38","w_fsturwt39","w_fsturwt40","w_fsturwt41","w_fsturwt42","w_fsturwt43","w_fsturwt44","w_fsturwt45","w_fsturwt46","w_fsturwt47","w_fsturwt48","w_fsturwt49","w_fsturwt50","w_fsturwt51","w_fsturwt52","w_fsturwt53","w_fsturwt54","w_fsturwt55","w_fsturwt56","w_fsturwt57","w_fsturwt58","w_fsturwt59","w_fsturwt60","w_fsturwt61","w_fsturwt62","w_fsturwt63","w_fsturwt64","w_fsturwt65","w_fsturwt66","w_fsturwt67","w_fsturwt68","w_fsturwt69","w_fsturwt70","w_fsturwt71","w_fsturwt72","w_fsturwt73","w_fsturwt74","w_fsturwt75","w_fsturwt76","w_fsturwt77","w_fsturwt78","w_fsturwt79","w_fsturwt80","w_fstuwt","workpay_recode","immig_recode"
"1133","UNITED STATES",31.8776,"FEMALE","84000040",84000138,"YES",16.25,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","FIRST-GENERATION STUDENT",76.98,0.8004,0.2433,0.4775,"ISCED LEVEL 8",68.7,-0.1331,-0.7291,-1.1402,0.9348,0.9669,-0.565,-0.4011,1.2601,0.9314,499.044,515.557,540.127,511.735,492.276,515.926,492.512,483.756,473.468,515.641,613.707,618.558,622.027,617.232,577.666,640.165,660.397,647.872,587.229,653.977,567.943,614.809,595.531,558.356,473.991,563.156,544.665,574.395,551.43,599.038,1123.743,1264.199,414.181,411.0268,1027.77,1142.633,383.1091,359.5553,391.3799,446.0203,1258.78,338.9917,1170.467,310.3057,1242.878,1011.927,1123.743,1053.506,357.4902,417.703,1034.733,1164.52,383.9105,378.9587,1122.782,1232.727,353.353,392.6179,424.8807,413.2849,1161.01,367.6778,1269.032,338.9917,1341.324,926.2958,1212.752,964.7901,388.0901,384.6176,414.5111,358.0616,1090.644,1097.787,444.1495,403.248,1195.596,1268.216,1165.795,1003.912,363.2911,1362.867,392.7,1479.524,367.6041,459.0937,414.5111,440.0614,1301.586,1095.141,452.6271,391.1624,1201.738,1200.551,409.1294,365.97,1308.123,1167.764,1067.144,1105.574,397.4832,1246.21,358.9194,1362.867,333.8015,498.3906,376.3952,477.9161,1191.443,1195.844,783.1994,0,1
"1134","UNITED STATES",31.8776,"FEMALE","84000040",84006121,"YES",16.33,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",79.74,-0.2844,-0.0135,-0.3921,"ISCED LEVEL 6",25.04,0.527,-0.7291,0.3346,-0.0508,0.2299,0.0599,-0.3635,-0.2879,0.4297,529.973,541.72,554.958,561.173,566.931,569.191,577.864,602.82,555.47,590.459,566.214,651.458,640.674,643.325,595.169,700.112,732.21,705.546,649.957,685.709,579.845,601.98,566.787,584.125,613.65,597.189,665.834,656.414,613.204,637.572,1123.743,1264.199,414.181,411.0268,1027.77,1142.633,383.1091,359.5553,391.3799,446.0203,1258.78,338.9917,1170.467,310.3057,1242.878,1011.927,1123.743,1053.506,357.4902,417.703,1034.733,1164.52,383.9105,378.9587,1122.782,1232.727,353.353,392.6179,424.8807,413.2849,1161.01,367.6778,1269.032,338.9917,1341.324,926.2958,1212.752,964.7901,388.0901,384.6176,414.5111,358.0616,1090.644,1097.787,444.1495,403.248,1195.596,1268.216,1165.795,1003.912,363.2911,1362.867,392.7,1479.524,367.6041,459.0937,414.5111,440.0614,1301.586,1095.141,452.6271,391.1624,1201.738,1200.551,409.1294,365.97,1308.123,1167.764,1067.144,1105.574,397.4832,1246.21,358.9194,1362.867,333.8015,498.3906,376.3952,477.9161,1191.443,1195.844,783.1994,0,0
"1136","UNITED STATES",31.8776,"FEMALE","84000040",84002508,"YES",16.25,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","SECOND-GENERATION STUDENT",74.66,0.6967,0.2507,-1.1871,"ISCED LEVEL 6",70.89,-0.3915,0.4062,0.3346,-0.3191,0.3535,-0.8591,2.2012,0.5054,0.3074,601.574,642.072,614.771,609.157,604.236,585.395,614.636,590.241,637.065,601.077,577.429,660.613,630.081,629.659,618.813,623.195,669.364,634.133,637.716,623.392,576.494,623.286,635.46,640.591,542.666,641.303,629.12,594.313,597.334,576.843,1123.743,1264.199,414.181,411.0268,1027.77,1142.633,383.1091,359.5553,391.3799,446.0203,1258.78,338.9917,1170.467,310.3057,1242.878,1011.927,1123.743,1053.506,357.4902,417.703,1034.733,1164.52,383.9105,378.9587,1122.782,1232.727,353.353,392.6179,424.8807,413.2849,1161.01,367.6778,1269.032,338.9917,1341.324,926.2958,1212.752,964.7901,388.0901,384.6176,414.5111,358.0616,1090.644,1097.787,444.1495,403.248,1195.596,1268.216,1165.795,1003.912,363.2911,1362.867,392.7,1479.524,367.6041,459.0937,414.5111,440.0614,1301.586,1095.141,452.6271,391.1624,1201.738,1200.551,409.1294,365.97,1308.123,1167.764,1067.144,1105.574,397.4832,1246.21,358.9194,1362.867,333.8015,498.3906,376.3952,477.9161,1191.443,1195.844,783.1994,0,1
"1137","UNITED STATES",31.8776,"MALE","84000040",84001404,"YES",16.08,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",74.66,-0.0235,0.0892,0.1388,"ISCED LEVEL 3.4",62.45,0.1827,0.4062,0.3346,-0.7732,2.1015,-0.9604,-0.5253,-0.0026,-0.4682,552.3,505.809,551.678,569.352,539.235,524.569,568.675,500.783,513.707,524.403,633.22,652.405,580.868,579.718,565.497,583.611,631.84,569.584,525.292,564.456,588.74,563.93,602.238,652.31,595.047,562.595,596.464,531.87,570.865,602.236,1019.486,1066.836,332.2499,373.2797,993.8587,968.388,325.306,303.3086,311.675,378.4297,1129.549,308.5723,1050.972,282.4604,1127.047,977.4297,1019.486,948.8398,285.854,354.2592,938.7349,982.7186,307.9675,344.1566,1085.735,1044.743,300.0395,331.1991,338.3533,350.655,1041.817,334.6842,1139.475,308.5723,1216.318,894.718,1100.238,868.9375,310.3221,326.1991,343.93,320.9708,1048.393,911.3143,346.194,360.3325,1060.816,1126.762,1118.777,889.4745,302.7656,1124.682,327.6879,1220.952,307.0913,354.5644,343.93,365.2554,1244.882,970.2052,375.5557,350.6428,1155.184,996.6219,318.8974,327.0218,1160.657,1037.513,1024.105,979.5479,331.2611,1028.413,299.4996,1124.682,278.853,384.914,312.3042,396.6753,1139.538,1059.419,678.1436,0,0
"1142","UNITED STATES",31.8776,"MALE","84000040",84007900,"YES",16.33,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",50.9,-0.4427,-0.6208,0.0077,"ISCED LEVEL 6",50.15,0.0389,0.4062,0.3346,-0.1273,0.4006,1.2725,0.4255,3.7151,-0.6516,422.339,396.916,385.761,418.024,439.683,461.024,413.018,426.825,387.385,384.262,489.779,514.849,491.762,551.614,497.919,500.029,498.74,502.348,517.853,509.252,528.071,512.638,483.534,513.281,523.82,444.173,506.576,456.4,445.787,501.608,1157.399,1287.888,413.9193,476.8036,1212.755,1156.101,423.0413,401.763,393.6393,461.9864,1433.505,390.6923,1322.165,357.6313,1290.135,1177.267,1157.399,1175.734,353.4167,428.0791,1065.724,1186.341,383.668,439.6036,1324.868,1247.256,390.1837,438.7067,427.3335,428.0791,1322.165,423.7533,1433.505,390.6923,1392.324,1077.644,1249.074,1076.725,383.668,394.1718,456.2394,400.6297,1251.059,1079.835,425.4497,457.3971,1219.389,1284.237,1318.811,1094.458,358.6764,1331.323,392.4342,1445.28,399.9919,441.7456,456.2394,442.6853,1505.927,1205.289,498.1924,437.6657,1378.493,1180.918,391.904,415.1132,1334.155,1182.516,1207.211,1205.289,392.4342,1217.366,358.6764,1331.323,363.211,479.5576,414.2863,480.7658,1378.493,1316.12,830.9699,0,0
"1144","UNITED STATES",31.8776,"MALE","84000040",84002367,"YES",16.33,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",16.39,0.4368,0.6387,0.3347,"ISCED LEVEL 7",75.54,-0.2276,-0.7265,0.3346,-0.351,-0.4536,0.8776,-0.6225,0.7577,0.0423,449.393,384.621,433.616,431.137,424.731,387.964,424.223,460.073,423.19,399.354,446.226,369.476,341.23,432.895,374.514,346.841,355.897,490.681,446.108,458.024,427.753,355.704,383.952,388.611,366.209,338.42,393.44,439.56,352.437,343.863,1019.486,1066.836,332.2499,373.2797,993.8587,968.388,325.306,303.3086,311.675,378.4297,1129.549,308.5723,1050.972,282.4604,1127.047,977.4297,1019.486,948.8398,285.854,354.2592,938.7349,982.7186,307.9675,344.1566,1085.735,1044.743,300.0395,331.1991,338.3533,350.655,1041.817,334.6842,1139.475,308.5723,1216.318,894.718,1100.238,868.9375,310.3221,326.1991,343.93,320.9708,1048.393,911.3143,346.194,360.3325,1060.816,1126.762,1118.777,889.4745,302.7656,1124.682,327.6879,1220.952,307.0913,354.5644,343.93,365.2554,1244.882,970.2052,375.5557,350.6428,1155.184,996.6219,318.8974,327.0218,1160.657,1037.513,1024.105,979.5479,331.2611,1028.413,299.4996,1124.682,278.853,384.914,312.3042,396.6753,1139.538,1059.419,678.1436,0,0
"1146","UNITED STATES",31.8776,"FEMALE","84000040",84000322,"YES",16.33,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",84.14,0.132,0.4745,0.3486,"ISCED LEVEL 6",81.4,-0.1235,0.4062,0.3346,0.1515,0.2521,-0.4172,0.1408,0.2365,-0.1873,448.706,503.771,453.787,439.7,432.285,483.267,493.828,472.136,459.68,433.341,679.458,655.54,596.235,605.411,601.038,530.542,642.017,564.066,584.966,488.959,565.192,575.795,508.285,527.828,545.686,524.333,539.361,530.784,532.172,501.547,1123.743,1264.199,414.181,411.0268,1027.77,1142.633,383.1091,359.5553,391.3799,446.0203,1258.78,338.9917,1170.467,310.3057,1242.878,1011.927,1123.743,1053.506,357.4902,417.703,1034.733,1164.52,383.9105,378.9587,1122.782,1232.727,353.353,392.6179,424.8807,413.2849,1161.01,367.6778,1269.032,338.9917,1341.324,926.2958,1212.752,964.7901,388.0901,384.6176,414.5111,358.0616,1090.644,1097.787,444.1495,403.248,1195.596,1268.216,1165.795,1003.912,363.2911,1362.867,392.7,1479.524,367.6041,459.0937,414.5111,440.0614,1301.586,1095.141,452.6271,391.1624,1201.738,1200.551,409.1294,365.97,1308.123,1167.764,1067.144,1105.574,397.4832,1246.21,358.9194,1362.867,333.8015,498.3906,376.3952,477.9161,1191.443,1195.844,783.1994,0,0
"1147","UNITED STATES",31.8776,"FEMALE","84000040",84007392,"YES",15.75,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","SECOND-GENERATION STUDENT",17,1.2251,-1.7021,2.2471,"ISCED LEVEL 3.4",28.48,-0.5224,0.4062,0.3346,0.3623,0.81,0.5011,0.8827,-0.3667,-0.2253,410.103,447.425,421.161,393.12,407.002,420.909,465.767,387.019,378.957,439.439,517.572,485.927,583.726,539.206,490.718,544.38,567.273,535.639,510.689,533.159,443.49,434.158,484.069,428.772,413.52,390.346,492,401.575,320.33,451.248,1336.297,1383.538,513.9404,550.5026,1302.825,1334.798,525.2666,463.8631,454.4837,533.3951,1539.969,485.1007,1420.36,444.0507,1385.951,1359.236,1336.297,1357.466,438.8177,494.2468,1230.452,1274.449,476.379,507.5527,1423.263,1440.043,484.4692,506.5172,493.386,494.2468,1420.36,526.1507,1539.969,485.1007,1495.73,1244.215,1442.142,1243.153,476.379,455.0986,526.7598,497.4394,1343.973,1246.744,528.257,528.0964,1309.951,1482.74,1522.658,1263.627,445.3484,1430.198,487.2635,1552.618,496.6475,510.0257,526.7598,511.1107,1617.77,1391.589,575.1975,543.425,1480.872,1363.451,486.6052,479.2768,1433.241,1365.296,1393.808,1391.589,487.2635,1307.778,445.3484,1430.198,450.9788,553.6823,478.3221,555.0772,1480.872,1519.552,959.4121,0,1
"1148","UNITED STATES",31.8776,"MALE","84000040",84000147,"YES",16.17,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","SECOND-GENERATION STUDENT",81.92,-0.4774,0.7027,0.505,"ISCED LEVEL 4",82.31,-0.0243,0.4062,0.3346,0.3623,1.7808,0.4182,-0.3021,1.2399,0.9314,513.4,580.509,524.496,483.836,505.716,490.32,484.888,570.17,518.358,490.154,589.422,611.418,586.043,454.312,545.827,452.668,532.37,575.498,516.499,424.062,532.375,515.397,522.694,493.22,499.418,458.018,515.545,555.728,515.634,482.734,1019.486,1066.836,332.2499,373.2797,993.8587,968.388,325.306,303.3086,311.675,378.4297,1129.549,308.5723,1050.972,282.4604,1127.047,977.4297,1019.486,948.8398,285.854,354.2592,938.7349,982.7186,307.9675,344.1566,1085.735,1044.743,300.0395,331.1991,338.3533,350.655,1041.817,334.6842,1139.475,308.5723,1216.318,894.718,1100.238,868.9375,310.3221,326.1991,343.93,320.9708,1048.393,911.3143,346.194,360.3325,1060.816,1126.762,1118.777,889.4745,302.7656,1124.682,327.6879,1220.952,307.0913,354.5644,343.93,365.2554,1244.882,970.2052,375.5557,350.6428,1155.184,996.6219,318.8974,327.0218,1160.657,1037.513,1024.105,979.5479,331.2611,1028.413,299.4996,1124.682,278.853,384.914,312.3042,396.6753,1139.538,1059.419,678.1436,0,1
"1151","UNITED STATES",31.8776,"FEMALE","84000040",84008029,"YES",15.75,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","SECOND-GENERATION STUDENT",63.31,0.0758,0.0203,-0.2993,"ISCED LEVEL 3.4",16.38,-0.3203,0.4062,0.3346,0.9323,0.4428,-0.6495,0.0176,-0.4516,-1.6286,465.44,488.715,540.44,517.955,521.61,494.24,497.203,573.462,508.625,499.444,548.221,592.724,639.789,663.393,656.697,625.817,608.554,708.312,608.767,632.67,532.18,534.625,550.149,533.267,526.142,526.087,550.68,517.764,531.829,533.899,1336.297,1383.538,513.9404,550.5026,1302.825,1334.798,525.2666,463.8631,454.4837,533.3951,1539.969,485.1007,1420.36,444.0507,1385.951,1359.236,1336.297,1357.466,438.8177,494.2468,1230.452,1274.449,476.379,507.5527,1423.263,1440.043,484.4692,506.5172,493.386,494.2468,1420.36,526.1507,1539.969,485.1007,1495.73,1244.215,1442.142,1243.153,476.379,455.0986,526.7598,497.4394,1343.973,1246.744,528.257,528.0964,1309.951,1482.74,1522.658,1263.627,445.3484,1430.198,487.2635,1552.618,496.6475,510.0257,526.7598,511.1107,1617.77,1391.589,575.1975,543.425,1480.872,1363.451,486.6052,479.2768,1433.241,1365.296,1393.808,1391.589,487.2635,1307.778,445.3484,1430.198,450.9788,553.6823,478.3221,555.0772,1480.872,1519.552,959.4121,0,1
"1153","UNITED STATES",31.8776,"FEMALE","84000040",84007889,"YES",16.08,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","SECOND-GENERATION STUDENT",86.72,0.3174,0.4116,0.1211,"ISCED LEVEL 2",11.74,-0.3428,0.4062,-1.1402,-0.3387,1.0542,-0.2642,0.1244,0.2289,-0.3565,391.533,387.432,415.842,416.679,409.243,423.212,416.53,412.812,359.253,396.638,537.097,547.392,557.142,466.473,526.945,473.627,468.084,524.018,471.894,499.08,531.005,483.798,462.171,431.658,532.602,534.227,488.913,528.485,429.473,421.389,1123.743,1264.199,414.181,411.0268,1027.77,1142.633,383.1091,359.5553,391.3799,446.0203,1258.78,338.9917,1170.467,310.3057,1242.878,1011.927,1123.743,1053.506,357.4902,417.703,1034.733,1164.52,383.9105,378.9587,1122.782,1232.727,353.353,392.6179,424.8807,413.2849,1161.01,367.6778,1269.032,338.9917,1341.324,926.2958,1212.752,964.7901,388.0901,384.6176,414.5111,358.0616,1090.644,1097.787,444.1495,403.248,1195.596,1268.216,1165.795,1003.912,363.2911,1362.867,392.7,1479.524,367.6041,459.0937,414.5111,440.0614,1301.586,1095.141,452.6271,391.1624,1201.738,1200.551,409.1294,365.97,1308.123,1167.764,1067.144,1105.574,397.4832,1246.21,358.9194,1362.867,333.8015,498.3906,376.3952,477.9161,1191.443,1195.844,783.1994,0,1
"1154","UNITED STATES",31.8776,"FEMALE","84000040",84006643,"YES",16.17,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",51.35,0.4923,0.1887,-0.2936,"ISCED LEVEL 5",60.29,0.9165,-0.7291,-1.1402,0.1893,1.4466,0.1949,-0.2455,0.5207,0.2873,633.478,593.121,608.704,606.481,613.492,638.268,558.893,579.283,695.339,639.442,763.584,722.701,813.449,694.75,693.45,772.268,648.69,710.637,788.977,812.934,712.644,719.734,690.996,684.025,692.799,721.882,640.643,694.278,733.412,752.821,1123.743,1264.199,414.181,411.0268,1027.77,1142.633,383.1091,359.5553,391.3799,446.0203,1258.78,338.9917,1170.467,310.3057,1242.878,1011.927,1123.743,1053.506,357.4902,417.703,1034.733,1164.52,383.9105,378.9587,1122.782,1232.727,353.353,392.6179,424.8807,413.2849,1161.01,367.6778,1269.032,338.9917,1341.324,926.2958,1212.752,964.7901,388.0901,384.6176,414.5111,358.0616,1090.644,1097.787,444.1495,403.248,1195.596,1268.216,1165.795,1003.912,363.2911,1362.867,392.7,1479.524,367.6041,459.0937,414.5111,440.0614,1301.586,1095.141,452.6271,391.1624,1201.738,1200.551,409.1294,365.97,1308.123,1167.764,1067.144,1105.574,397.4832,1246.21,358.9194,1362.867,333.8015,498.3906,376.3952,477.9161,1191.443,1195.844,783.1994,0,0
"1157","UNITED STATES",31.8776,"MALE","84000040",84007496,"YES",15.5,"MISSED SCHOOL FOR >3 MONTHS AT LEAST ONCE","2 TIMES OF WORKING FOR PAY PER WEEK","NATIVE STUDENT",39.02,-0.4481,-0.0032,0.0947,"ISCED LEVEL 8",68.7,-0.7402,0.4062,0.3346,-0.414,-0.6076,1.2308,-0.3144,-0.0178,0.3074,407.742,426.362,458.969,375.555,404.086,425.072,383.225,384.926,412.832,423.015,389.741,417.502,414.007,327.578,358.584,360.976,379.546,394.185,380.934,371.411,573.009,517.632,572.454,478.779,470.421,471.066,510.956,532.937,450.588,560.222,1157.399,1287.888,413.9193,476.8036,1212.755,1156.101,423.0413,401.763,393.6393,461.9864,1433.505,390.6923,1322.165,357.6313,1290.135,1177.267,1157.399,1175.734,353.4167,428.0791,1065.724,1186.341,383.668,439.6036,1324.868,1247.256,390.1837,438.7067,427.3335,428.0791,1322.165,423.7533,1433.505,390.6923,1392.324,1077.644,1249.074,1076.725,383.668,394.1718,456.2394,400.6297,1251.059,1079.835,425.4497,457.3971,1219.389,1284.237,1318.811,1094.458,358.6764,1331.323,392.4342,1445.28,399.9919,441.7456,456.2394,442.6853,1505.927,1205.289,498.1924,437.6657,1378.493,1180.918,391.904,415.1132,1334.155,1182.516,1207.211,1205.289,392.4342,1217.366,358.6764,1331.323,363.211,479.5576,414.2863,480.7658,1378.493,1316.12,830.9699,1,0
"1158","UNITED STATES",31.8776,"MALE","84000040",84003734,"YES",15.67,"NEVER MISSED SCHOOL FOR >3 MONTHS","5 TIMES OF WORKING FOR PAY PER WEEK","NATIVE STUDENT",81.92,0.5004,0.5774,-0.4124,"ISCED LEVEL 3.4",21.82,-0.4038,0.4062,0.3346,-0.0535,1.1658,0.1331,0.5209,0.6715,0.4297,574.305,618.251,611.722,619.97,567.685,576.684,623.592,596.115,590.561,616.777,643.995,597.434,626.06,603.607,590.639,656.022,708.116,618.087,648.264,706.94,609.85,608.502,588.001,579.642,577.997,578.108,613.265,603.863,567.022,594.027,1157.399,1287.888,413.9193,476.8036,1212.755,1156.101,423.0413,401.763,393.6393,461.9864,1433.505,390.6923,1322.165,357.6313,1290.135,1177.267,1157.399,1175.734,353.4167,428.0791,1065.724,1186.341,383.668,439.6036,1324.868,1247.256,390.1837,438.7067,427.3335,428.0791,1322.165,423.7533,1433.505,390.6923,1392.324,1077.644,1249.074,1076.725,383.668,394.1718,456.2394,400.6297,1251.059,1079.835,425.4497,457.3971,1219.389,1284.237,1318.811,1094.458,358.6764,1331.323,392.4342,1445.28,399.9919,441.7456,456.2394,442.6853,1505.927,1205.289,498.1924,437.6657,1378.493,1180.918,391.904,415.1132,1334.155,1182.516,1207.211,1205.289,392.4342,1217.366,358.6764,1331.323,363.211,479.5576,414.2863,480.7658,1378.493,1316.12,830.9699,1,0
"1161","UNITED STATES",31.8776,"FEMALE","84000040",84004166,"YES",15.67,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","SECOND-GENERATION STUDENT",88.31,-0.3743,0.6388,1.0457,"ISCED LEVEL 3.4",51.56,-1.3682,0.4062,0.3346,0.3623,0.205,-0.4028,0.2933,-0.1627,-0.5523,505.405,492.857,493.209,450.039,467.25,463.629,439.36,467.144,388.125,502.258,592.142,549.744,566.051,553.449,535.008,585.772,464.501,555.469,517.902,575.804,594.915,555.476,491.633,566.641,552.27,513.785,490.085,565.27,512.003,565.138,1336.297,1383.538,513.9404,550.5026,1302.825,1334.798,525.2666,463.8631,454.4837,533.3951,1539.969,485.1007,1420.36,444.0507,1385.951,1359.236,1336.297,1357.466,438.8177,494.2468,1230.452,1274.449,476.379,507.5527,1423.263,1440.043,484.4692,506.5172,493.386,494.2468,1420.36,526.1507,1539.969,485.1007,1495.73,1244.215,1442.142,1243.153,476.379,455.0986,526.7598,497.4394,1343.973,1246.744,528.257,528.0964,1309.951,1482.74,1522.658,1263.627,445.3484,1430.198,487.2635,1552.618,496.6475,510.0257,526.7598,511.1107,1617.77,1391.589,575.1975,543.425,1480.872,1363.451,486.6052,479.2768,1433.241,1365.296,1393.808,1391.589,487.2635,1307.778,445.3484,1430.198,450.9788,553.6823,478.3221,555.0772,1480.872,1519.552,959.4121,0,1
"1162","UNITED STATES",31.8776,"FEMALE","84000040",84005941,"YES",15.83,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","SECOND-GENERATION STUDENT",83.5,0.5719,0.5121,2.3157,"ISCED LEVEL 3.4",53.77,-0.3973,0.4062,0.3346,0.3623,1.7929,-0.9942,0.4309,1.0833,1.2223,418.993,399.709,431.508,346.432,441.939,429.769,409.82,409.951,393.513,387.115,533.69,460.736,499.583,505.706,503.063,522.043,530.406,530.04,497.23,471.831,427.184,433.873,474.196,410.222,459.106,454.415,484.789,447.245,411.576,422.666,1336.297,1383.538,513.9404,550.5026,1302.825,1334.798,525.2666,463.8631,454.4837,533.3951,1539.969,485.1007,1420.36,444.0507,1385.951,1359.236,1336.297,1357.466,438.8177,494.2468,1230.452,1274.449,476.379,507.5527,1423.263,1440.043,484.4692,506.5172,493.386,494.2468,1420.36,526.1507,1539.969,485.1007,1495.73,1244.215,1442.142,1243.153,476.379,455.0986,526.7598,497.4394,1343.973,1246.744,528.257,528.0964,1309.951,1482.74,1522.658,1263.627,445.3484,1430.198,487.2635,1552.618,496.6475,510.0257,526.7598,511.1107,1617.77,1391.589,575.1975,543.425,1480.872,1363.451,486.6052,479.2768,1433.241,1365.296,1393.808,1391.589,487.2635,1307.778,445.3484,1430.198,450.9788,553.6823,478.3221,555.0772,1480.872,1519.552,959.4121,0,1
"1167","UNITED STATES",28.5189,"FEMALE","84000041",84007257,"YES",15.75,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","SECOND-GENERATION STUDENT",43.33,-0.0251,-0.773,0.0046,"ISCED LEVEL 8",65.12,1.5713,0.4062,0.3346,-0.1825,0.2463,-0.131,-0.4122,0.4037,-0.1294,497.999,427.64,459.684,464.258,446.95,466.622,437.304,438.93,416.926,450.516,590.465,462.743,570.698,551.786,446.151,521.64,498.707,572.08,644.265,561.221,580.116,543.331,502.915,538.564,543.779,559.986,549.334,549.759,549.08,542.825,410.0644,1114.343,373.146,397.8757,1211.08,1211.08,1056.454,976.2561,405.5394,990.7909,456.1102,990.7909,410.0644,373.146,410.0644,456.1102,1178.263,1088.818,397.8757,1056.454,342.3465,933.7719,373.1171,349.9263,862.8871,862.8871,966.2671,1050.15,344.7929,1030.305,312.488,1030.305,342.3465,373.1171,342.3465,312.488,869.8259,945.3367,349.9263,966.2671,869.8259,312.488,952.0921,1050.15,338.1584,338.1584,380.3038,349.9263,1030.305,344.7929,933.7719,344.7929,869.8259,952.0921,869.8259,933.7719,342.3465,315.0008,1050.15,380.3038,1178.263,456.1102,1076.803,976.2561,419.6774,419.6774,367.672,397.8757,990.7909,405.5394,1114.343,405.5394,1178.263,1076.803,1178.263,1114.343,410.0644,443.7505,976.2561,367.672,705.9021,0,1
"1170","UNITED STATES",28.5189,"MALE","84000041",84006514,"YES",16.25,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","FIRST-GENERATION STUDENT",51.35,0.4567,-0.9425,-0.2722,"ISCED LEVEL 7",33.76,-0.3245,-3.3834,-1.1402,0.3623,1.2189,-0.9942,1.0613,0.7316,0.96,488.883,438.45,517.832,476.644,456.536,482.691,458.743,472.619,478.115,483.395,512.708,525.545,537.62,607.302,558.087,525.493,517.262,581.101,523.913,581.855,528.01,491.591,596.073,532.156,540.257,570.573,521.866,555.799,579.691,628.493,363.9045,1036.978,331.142,353.0879,1127,1127,983.1085,908.4783,359.8889,922.0041,404.7671,922.0041,363.9045,331.142,363.9045,404.7671,1096.46,1013.225,353.0879,983.1085,319.7529,897.8042,348.4928,326.8325,829.6497,829.6497,929.0477,1009.7,322.0379,990.6189,291.865,990.6189,319.7529,348.4928,319.7529,291.865,836.3212,908.9234,326.8325,929.0477,836.3212,291.865,915.4186,1009.7,315.8413,315.8413,355.2053,326.8325,990.6189,322.0379,897.8042,322.0379,836.3212,915.4186,836.3212,897.8042,319.7529,294.212,1009.7,355.2053,1096.46,404.7671,1002.044,908.4783,372.4355,372.4355,326.2842,353.0879,922.0041,359.8889,1036.978,359.8889,1096.46,1002.044,1096.46,1036.978,363.9045,393.7987,908.4783,326.2842,658.7812,0,1
