"","cnt","w_schgrnrabwt","st004d01t","cntschid","cntstuid","oecd","age","misssc","workpay","immig","bsmj","relatst","learres","famsupsl","hisced","hisei","homepos","ictsch","icthome","ictqual","ictout","ictwkdy","icteffic","ictenq","ictfeed","pv1math","pv2math","pv3math","pv4math","pv5math","pv6math","pv7math","pv8math","pv9math","pv10math","pv1read","pv2read","pv3read","pv4read","pv5read","pv6read","pv7read","pv8read","pv9read","pv10read","pv1scie","pv2scie","pv3scie","pv4scie","pv5scie","pv6scie","pv7scie","pv8scie","pv9scie","pv10scie","w_fsturwt1","w_fsturwt2","w_fsturwt3","w_fsturwt4","w_fsturwt5","w_fsturwt6","w_fsturwt7","w_fsturwt8","w_fsturwt9","w_fsturwt10","w_fsturwt11","w_fsturwt12","w_fsturwt13","w_fsturwt14","w_fsturwt15","w_fsturwt16","w_fsturwt17","w_fsturwt18","w_fsturwt19","w_fsturwt20","w_fsturwt21","w_fsturwt22","w_fsturwt23","w_fsturwt24","w_fsturwt25","w_fsturwt26","w_fsturwt27","w_fsturwt28","w_fsturwt29","w_fsturwt30","w_fsturwt31","w_fsturwt32","w_fsturwt33","w_fsturwt34","w_fsturwt35","w_fsturwt36","w_fsturwt37","w_fsturwt38","w_fsturwt39","w_fsturwt40","w_fsturwt41","w_fsturwt42","w_fsturwt43","w_fsturwt44","w_fsturwt45","w_fsturwt46","w_fsturwt47","w_fsturwt48","w_fsturwt49","w_fsturwt50","w_fsturwt51","w_fsturwt52","w_fsturwt53","w_fsturwt54","w_fsturwt55","w_fsturwt56","w_fsturwt57","w_fsturwt58","w_fsturwt59","w_fsturwt60","w_fsturwt61","w_fsturwt62","w_fsturwt63","w_fsturwt64","w_fsturwt65","w_fsturwt66","w_fsturwt67","w_fsturwt68","w_fsturwt69","w_fsturwt70","w_fsturwt71","w_fsturwt72","w_fsturwt73","w_fsturwt74","w_fsturwt75","w_fsturwt76","w_fsturwt77","w_fsturwt78","w_fsturwt79","w_fsturwt80","w_fstuwt","workpay_recode","immig_recode"
"1096","UNITED STATES",73.60779,"FEMALE","84000038",84000478,"YES",15.75,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",31.08,-1.2106,0.1775,0.2569,"ISCED LEVEL 8",14.21,-1.3406,0.4062,-2.4586,-0.7877,-0.0162,1.2159,-0.7506,0.2646,0.7369,418.532,310.52,324.441,393.883,361.759,377.997,417.858,371.233,367.911,396.713,429.039,441.191,378.545,452.22,309.369,357.975,395.244,339.486,384.002,415.28,398.796,326.875,246.523,362.451,306.198,319.634,406.633,300.428,321.696,342.787,1377.843,521.6154,1074.046,569.035,1074.046,569.035,1252.585,1348.937,1377.843,1171.687,481.9343,521.6154,1081.557,481.9343,512.1315,1236.526,1189.713,471.2247,424.1022,428.3861,420.8154,1289.269,403.4966,1406.475,403.4966,1406.475,374.0581,408.0634,420.8154,440.1781,1462.252,1289.269,406.3182,1462.252,1265.828,367.257,446.95,1440.097,1320.089,1329.32,1320.089,440.1781,1450.428,406.3182,1450.428,406.3182,1440.097,1329.32,1320.089,1289.269,367.257,440.1781,1406.475,367.257,446.95,1462.252,1265.828,374.0581,420.8154,408.0634,424.1022,1171.687,586.8174,1081.557,586.8174,1081.557,471.2247,428.3861,424.1022,521.6154,1236.526,1171.687,569.035,1236.526,1189.713,481.9343,512.1315,1252.585,1377.843,1348.937,874.6423,0,0
"1100","UNITED STATES",73.60779,"MALE","84000038",84004489,"YES",15.83,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",79.74,0.8368,1.0969,0.4263,"ISCED LEVEL 4",70.89,-0.4411,0.4062,0.3346,-0.2766,2.6728,2.6175,-0.0577,0.9195,1.2895,346.256,369.885,372.907,377.357,346.347,379.809,350.549,344.191,397.157,372.226,465.651,489.809,438.683,433.291,454.24,443.151,423.775,404.267,371.587,432.333,340.198,403.543,423.03,414.873,341.726,401.135,375.036,376.398,337.073,383.048,1262.94,478.1866,973.8044,521.6581,973.8044,521.6581,1148.127,1236.444,1262.94,1062.332,424.8765,478.1866,980.6142,424.8765,469.4923,1133.407,1078.676,415.4348,373.8913,377.668,383.1896,1175.66,363.8495,1282.538,363.8495,1282.538,340.613,371.5778,383.1896,396.9267,1311.046,1175.66,366.3939,1311.046,1154.284,334.42,403.0333,1291.181,1183.583,1191.86,1183.583,396.9267,1322.617,366.3939,1322.617,366.3939,1291.181,1191.86,1183.583,1175.66,334.42,396.9267,1282.538,334.42,403.0333,1311.046,1154.284,340.613,383.1896,371.5778,373.8913,1062.332,537.9599,980.6142,537.9599,980.6142,415.4348,377.668,373.8913,478.1866,1133.407,1062.332,521.6581,1133.407,1078.676,424.8765,469.4923,1148.127,1262.94,1236.444,792.043,0,0
"1102","UNITED STATES",73.60779,"FEMALE","84000038",84004683,"YES",16.08,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",88.7,-1.0929,0.2025,-1.5318,"ISCED LEVEL 5",30.9,0.5916,0.4062,0.3346,0.1515,0.0957,0.3434,1.0886,1.1849,-0.3565,447.712,569.855,524.011,544.512,490.211,457.038,475.559,539.498,501.772,518.254,578.808,607.597,544.755,563.335,490.648,529.817,569.19,559.206,580.679,504.965,564.906,644.915,544.353,609.095,515.272,547.335,563.199,535.38,572.313,510.433,1377.843,521.6154,1074.046,569.035,1074.046,569.035,1252.585,1348.937,1377.843,1171.687,481.9343,521.6154,1081.557,481.9343,512.1315,1236.526,1189.713,471.2247,424.1022,428.3861,420.8154,1289.269,403.4966,1406.475,403.4966,1406.475,374.0581,408.0634,420.8154,440.1781,1462.252,1289.269,406.3182,1462.252,1265.828,367.257,446.95,1440.097,1320.089,1329.32,1320.089,440.1781,1450.428,406.3182,1450.428,406.3182,1440.097,1329.32,1320.089,1289.269,367.257,440.1781,1406.475,367.257,446.95,1462.252,1265.828,374.0581,420.8154,408.0634,424.1022,1171.687,586.8174,1081.557,586.8174,1081.557,471.2247,428.3861,424.1022,521.6154,1236.526,1171.687,569.035,1236.526,1189.713,481.9343,512.1315,1252.585,1377.843,1348.937,874.6423,0,0
"1104","UNITED STATES",73.60779,"FEMALE","84000038",84004690,"YES",15.92,"MISSED SCHOOL FOR >3 MONTHS AT LEAST ONCE","NO WORK FOR PAY","NATIVE STUDENT",64.44,2.3539,0.8795,0.4135,"ISCED LEVEL 3.4",32.5,-0.2016,0.4062,0.3346,0.0094,0.4262,1.08,2.2012,3.7151,2.942,393.499,362.355,350.209,365.872,343.731,354.608,337.862,349.759,368.333,333.24,442.561,452.575,506.978,497.121,442.782,474.028,429.83,363.336,456.39,531.793,417.737,409.889,471.328,402.929,378.641,402.606,379.4,362.152,387.401,403.794,1377.843,521.6154,1074.046,569.035,1074.046,569.035,1252.585,1348.937,1377.843,1171.687,481.9343,521.6154,1081.557,481.9343,512.1315,1236.526,1189.713,471.2247,424.1022,428.3861,420.8154,1289.269,403.4966,1406.475,403.4966,1406.475,374.0581,408.0634,420.8154,440.1781,1462.252,1289.269,406.3182,1462.252,1265.828,367.257,446.95,1440.097,1320.089,1329.32,1320.089,440.1781,1450.428,406.3182,1450.428,406.3182,1440.097,1329.32,1320.089,1289.269,367.257,440.1781,1406.475,367.257,446.95,1462.252,1265.828,374.0581,420.8154,408.0634,424.1022,1171.687,586.8174,1081.557,586.8174,1081.557,471.2247,428.3861,424.1022,521.6154,1236.526,1171.687,569.035,1236.526,1189.713,481.9343,512.1315,1252.585,1377.843,1348.937,874.6423,0,0
"1105","UNITED STATES",73.60779,"FEMALE","84000038",84005535,"YES",16,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",76.98,0.2128,2.8098,0.5841,"ISCED LEVEL 2",17,-0.0929,0.4062,0.3346,0.1515,2.7353,3.3341,2.2012,0.8728,0.0503,427.699,409.139,416.84,401.765,442.424,482.661,443.531,428.556,424.596,381.913,465.592,440.241,509.678,473.984,475.164,494.242,498.48,452.253,489.004,479.638,395.653,428.884,462.515,398.55,398.358,457.008,401.526,425.131,459.039,426.319,1377.843,521.6154,1074.046,569.035,1074.046,569.035,1252.585,1348.937,1377.843,1171.687,481.9343,521.6154,1081.557,481.9343,512.1315,1236.526,1189.713,471.2247,424.1022,428.3861,420.8154,1289.269,403.4966,1406.475,403.4966,1406.475,374.0581,408.0634,420.8154,440.1781,1462.252,1289.269,406.3182,1462.252,1265.828,367.257,446.95,1440.097,1320.089,1329.32,1320.089,440.1781,1450.428,406.3182,1450.428,406.3182,1440.097,1329.32,1320.089,1289.269,367.257,440.1781,1406.475,367.257,446.95,1462.252,1265.828,374.0581,420.8154,408.0634,424.1022,1171.687,586.8174,1081.557,586.8174,1081.557,471.2247,428.3861,424.1022,521.6154,1236.526,1171.687,569.035,1236.526,1189.713,481.9343,512.1315,1252.585,1377.843,1348.937,874.6423,0,0
"1107","UNITED STATES",73.60779,"MALE","84000038",84004275,"YES",15.67,"NEVER MISSED SCHOOL FOR >3 MONTHS","6 TIMES OF WORKING FOR PAY PER WEEK","NATIVE STUDENT",50.9,1.3424,-0.3157,0.083,"ISCED LEVEL 8",68.7,1.446,0.4062,0.3346,0.3623,-0.4276,0.4639,-0.4538,1.1849,0.3074,344.83,354.767,394.321,384.554,348.938,359.086,341.377,387.198,387.52,353.315,432.538,395.315,447.153,401.808,408.371,446.912,396.886,403.696,412.292,386.657,485.067,495.978,452.406,488.641,442.68,473.345,462.94,439.692,482.265,496.275,1262.94,478.1866,973.8044,521.6581,973.8044,521.6581,1148.127,1236.444,1262.94,1062.332,424.8765,478.1866,980.6142,424.8765,469.4923,1133.407,1078.676,415.4348,373.8913,377.668,383.1896,1175.66,363.8495,1282.538,363.8495,1282.538,340.613,371.5778,383.1896,396.9267,1311.046,1175.66,366.3939,1311.046,1154.284,334.42,403.0333,1291.181,1183.583,1191.86,1183.583,396.9267,1322.617,366.3939,1322.617,366.3939,1291.181,1191.86,1183.583,1175.66,334.42,396.9267,1282.538,334.42,403.0333,1311.046,1154.284,340.613,383.1896,371.5778,373.8913,1062.332,537.9599,980.6142,537.9599,980.6142,415.4348,377.668,373.8913,478.1866,1133.407,1062.332,521.6581,1133.407,1078.676,424.8765,469.4923,1148.127,1262.94,1236.444,792.043,1,0
"1114","UNITED STATES",73.60779,"FEMALE","84000038",84003640,"YES",15.83,"NEVER MISSED SCHOOL FOR >3 MONTHS","8 TIMES OF WORKING FOR PAY PER WEEK","NATIVE STUDENT",68.7,2.4961,-0.0994,2.2574,"ISCED LEVEL 7",68.7,-1.4027,0.4062,0.3346,0.3623,2.7353,0.4639,-0.2733,3.7151,2.942,370.012,379.843,392.925,422.104,384.192,386.067,374.866,359.889,381.123,405.009,438.604,427.581,378.599,443.086,446.265,425.079,405.641,450.317,425.944,464.622,439.291,378.742,404.762,413.617,397.671,438.121,451.301,423.235,414.397,433.255,1377.843,521.6154,1074.046,569.035,1074.046,569.035,1252.585,1348.937,1377.843,1171.687,481.9343,521.6154,1081.557,481.9343,512.1315,1236.526,1189.713,471.2247,424.1022,428.3861,420.8154,1289.269,403.4966,1406.475,403.4966,1406.475,374.0581,408.0634,420.8154,440.1781,1462.252,1289.269,406.3182,1462.252,1265.828,367.257,446.95,1440.097,1320.089,1329.32,1320.089,440.1781,1450.428,406.3182,1450.428,406.3182,1440.097,1329.32,1320.089,1289.269,367.257,440.1781,1406.475,367.257,446.95,1462.252,1265.828,374.0581,420.8154,408.0634,424.1022,1171.687,586.8174,1081.557,586.8174,1081.557,471.2247,428.3861,424.1022,521.6154,1236.526,1171.687,569.035,1236.526,1189.713,481.9343,512.1315,1252.585,1377.843,1348.937,874.6423,1,0
"1117","UNITED STATES",1222.361,"FEMALE","84000039",84001256,"YES",16.08,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",61.91,1.4314,-0.0262,-0.9445,"ISCED LEVEL 3.4",51.01,-0.7163,-1.6094,0.3346,0.038,-0.6686,-0.468,-0.2635,-0.0531,-1.6286,463.376,482.359,457.849,435.305,477.158,458.017,456.697,483.161,440.335,471.482,587.34,519.99,582.725,524.381,632.892,586.019,590.754,542.873,542.614,526.423,483.418,491.87,485.828,454.797,497.769,442.758,511.377,474.222,490.67,458.479,2420.517,2320.682,737.5692,841.9966,738.8519,841.9966,2324.826,805.8465,2537.404,771.2027,2537.404,2225.368,2320.682,2532.533,708.0664,768.3547,2649.419,771.2027,738.8519,2420.14,768.3547,807.3528,2537.404,2225.368,2532.533,2225.368,805.8465,2324.826,737.5692,2420.14,737.5692,841.9966,807.3528,738.8519,2649.419,2420.517,708.0664,2420.14,2532.533,771.2027,2652.543,2503.73,791.1096,922.5246,792.5994,922.5246,2508.582,879.5332,2793.075,838.333,2793.075,2392.129,2503.73,2787.22,756.8431,826.866,2927.752,838.333,792.5994,2620.182,826.866,881.3245,2793.075,2392.129,2787.22,2392.129,879.5332,2508.582,791.1096,2620.182,791.1096,922.5246,881.3245,792.5994,2927.752,2652.543,756.8431,2620.182,2787.22,838.333,1640.961,0,0
"1118","UNITED STATES",1222.361,"MALE","84000039",84003173,"YES",16,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",80.46,0.8423,-0.1954,-1.2058,"ISCED LEVEL 3.4",39.04,-0.0558,0.4062,0.3346,0.1203,-1.357,0.9305,2.2012,0.007,-1.6286,488.325,501.618,521.664,514.125,464.236,494.88,513.185,485.811,486.074,465.443,522.814,523.51,475.975,565.268,399.248,506.581,506.353,511.129,557.264,466.585,557.752,575.854,563.128,543.086,546.907,536.501,546.276,539.812,588.626,574.27,2304.167,2251.801,784.7753,873.3089,786.1401,873.3089,2255.822,835.8144,2415.434,799.8822,2415.434,2159.316,2251.801,2410.798,753.3843,817.5312,2522.066,799.8822,786.1401,2348.306,817.5312,837.3767,2415.434,2159.316,2410.798,2159.316,835.8144,2255.822,784.7753,2348.306,784.7753,873.3089,837.3767,786.1401,2522.066,2304.167,753.3843,2348.306,2410.798,799.8822,2525.039,2429.415,841.7424,956.8315,843.3276,956.8315,2434.123,912.2413,2658.816,869.509,2658.816,2321.127,2429.415,2653.242,805.2828,879.7873,2787.019,869.509,843.3276,2542.411,879.7873,914.0992,2658.816,2321.127,2653.242,2321.127,912.2413,2434.123,841.7424,2542.411,841.7424,956.8315,914.0992,843.3276,2787.019,2525.039,805.2828,2542.411,2653.242,869.509,1644.964,0,0
"1119","UNITED STATES",1222.361,"FEMALE","84000039",84003638,"YES",16,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",46.76,0.1692,-0.331,-0.2465,"ISCED LEVEL 8",68.7,0.9595,0.4062,0.3346,0.1515,-0.1858,-0.3528,0.4424,0.1336,0.1793,434.076,452.426,430.463,485.251,427.845,416.212,415.282,463.835,416.175,465.333,522.407,437.443,471.233,512.982,467.87,490.799,527.976,471.673,509.738,529.55,480.907,416.753,402.707,480.829,444.552,453.904,452.747,456.404,430.993,505.213,2420.517,2320.682,737.5692,841.9966,738.8519,841.9966,2324.826,805.8465,2537.404,771.2027,2537.404,2225.368,2320.682,2532.533,708.0664,768.3547,2649.419,771.2027,738.8519,2420.14,768.3547,807.3528,2537.404,2225.368,2532.533,2225.368,805.8465,2324.826,737.5692,2420.14,737.5692,841.9966,807.3528,738.8519,2649.419,2420.517,708.0664,2420.14,2532.533,771.2027,2652.543,2503.73,791.1096,922.5246,792.5994,922.5246,2508.582,879.5332,2793.075,838.333,2793.075,2392.129,2503.73,2787.22,756.8431,826.866,2927.752,838.333,792.5994,2620.182,826.866,881.3245,2793.075,2392.129,2787.22,2392.129,879.5332,2508.582,791.1096,2620.182,791.1096,922.5246,881.3245,792.5994,2927.752,2652.543,756.8431,2620.182,2787.22,838.333,1640.961,0,0
"1120","UNITED STATES",1222.361,"MALE","84000039",84005775,"YES",16.17,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",50.9,0.8953,0.063,-0.1372,"ISCED LEVEL 6",70.34,1.9251,0.4062,0.3346,-0.2686,-0.5679,-0.0837,0.3175,-0.2644,-0.6516,485.328,482.003,523.407,487.306,549.184,496.207,501.846,486.025,514.262,485.87,472.946,482.036,529.741,469.637,494.675,497.653,513.245,528.087,471.523,484.811,559.288,580.495,614.474,601.006,571.315,620.381,576.899,593.841,621.989,545.325,2304.167,2251.801,784.7753,873.3089,786.1401,873.3089,2255.822,835.8144,2415.434,799.8822,2415.434,2159.316,2251.801,2410.798,753.3843,817.5312,2522.066,799.8822,786.1401,2348.306,817.5312,837.3767,2415.434,2159.316,2410.798,2159.316,835.8144,2255.822,784.7753,2348.306,784.7753,873.3089,837.3767,786.1401,2522.066,2304.167,753.3843,2348.306,2410.798,799.8822,2525.039,2429.415,841.7424,956.8315,843.3276,956.8315,2434.123,912.2413,2658.816,869.509,2658.816,2321.127,2429.415,2653.242,805.2828,879.7873,2787.019,869.509,843.3276,2542.411,879.7873,914.0992,2658.816,2321.127,2653.242,2321.127,912.2413,2434.123,841.7424,2542.411,841.7424,956.8315,914.0992,843.3276,2787.019,2525.039,805.2828,2542.411,2653.242,869.509,1644.964,0,0
"1121","UNITED STATES",1222.361,"FEMALE","84000039",84004341,"YES",16.25,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",86.72,0.0428,0.2467,0.5087,"ISCED LEVEL 3.4",24.53,-0.6157,0.4062,0.3346,0.3623,-0.2955,0.1092,-0.4277,0.8199,0.577,383.875,406.058,429.751,421.188,404.32,407.254,441.594,442.437,426.413,447.841,481.37,563.803,514.95,544.382,538.796,493.189,504.667,554.285,507.168,538.673,469.183,485.346,490.941,539.156,441.892,469.489,504.603,569.567,418.397,460.932,2420.517,2320.682,737.5692,841.9966,738.8519,841.9966,2324.826,805.8465,2537.404,771.2027,2537.404,2225.368,2320.682,2532.533,708.0664,768.3547,2649.419,771.2027,738.8519,2420.14,768.3547,807.3528,2537.404,2225.368,2532.533,2225.368,805.8465,2324.826,737.5692,2420.14,737.5692,841.9966,807.3528,738.8519,2649.419,2420.517,708.0664,2420.14,2532.533,771.2027,2652.543,2503.73,791.1096,922.5246,792.5994,922.5246,2508.582,879.5332,2793.075,838.333,2793.075,2392.129,2503.73,2787.22,756.8431,826.866,2927.752,838.333,792.5994,2620.182,826.866,881.3245,2793.075,2392.129,2787.22,2392.129,879.5332,2508.582,791.1096,2620.182,791.1096,922.5246,881.3245,792.5994,2927.752,2652.543,756.8431,2620.182,2787.22,838.333,1640.961,0,0
"1122","UNITED STATES",1222.361,"FEMALE","84000039",84003334,"YES",15.42,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",53.15,2.9152,-0.0023,0.654,"ISCED LEVEL 5",81.4,-0.2048,0.4062,0.3346,1.4373,-0.4221,-0.148,0.5253,0.803,-0.0147,489.976,457.794,452.965,412.495,429.867,475.814,484.474,487.653,469.191,411.558,653.076,543.158,516.891,589.301,610.821,695.618,578.941,527.921,603.779,527.58,637.599,534.859,560.656,594.116,569.572,607.556,570.614,569.31,565.025,516.655,2420.517,2320.682,737.5692,841.9966,738.8519,841.9966,2324.826,805.8465,2537.404,771.2027,2537.404,2225.368,2320.682,2532.533,708.0664,768.3547,2649.419,771.2027,738.8519,2420.14,768.3547,807.3528,2537.404,2225.368,2532.533,2225.368,805.8465,2324.826,737.5692,2420.14,737.5692,841.9966,807.3528,738.8519,2649.419,2420.517,708.0664,2420.14,2532.533,771.2027,2652.543,2503.73,791.1096,922.5246,792.5994,922.5246,2508.582,879.5332,2793.075,838.333,2793.075,2392.129,2503.73,2787.22,756.8431,826.866,2927.752,838.333,792.5994,2620.182,826.866,881.3245,2793.075,2392.129,2787.22,2392.129,879.5332,2508.582,791.1096,2620.182,791.1096,922.5246,881.3245,792.5994,2927.752,2652.543,756.8431,2620.182,2787.22,838.333,1640.961,0,0
"1124","UNITED STATES",1222.361,"MALE","84000039",84001284,"YES",15.5,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",80.75,-0.3599,0.2542,-0.6445,"ISCED LEVEL 7",33.76,-0.1842,0.4062,0.3346,0.2489,0.2151,-0.5628,-0.0448,-0.2449,-1.6286,607.28,531.93,510.945,594.359,557.892,546.437,572.079,584.59,589.901,538.982,687.471,563.768,518.257,616.177,547.917,597.221,587.492,629.192,654.681,517.155,608.734,588.298,554.227,592.41,624.326,604.575,615.604,624.359,588.707,565.873,2304.167,2251.801,784.7753,873.3089,786.1401,873.3089,2255.822,835.8144,2415.434,799.8822,2415.434,2159.316,2251.801,2410.798,753.3843,817.5312,2522.066,799.8822,786.1401,2348.306,817.5312,837.3767,2415.434,2159.316,2410.798,2159.316,835.8144,2255.822,784.7753,2348.306,784.7753,873.3089,837.3767,786.1401,2522.066,2304.167,753.3843,2348.306,2410.798,799.8822,2525.039,2429.415,841.7424,956.8315,843.3276,956.8315,2434.123,912.2413,2658.816,869.509,2658.816,2321.127,2429.415,2653.242,805.2828,879.7873,2787.019,869.509,843.3276,2542.411,879.7873,914.0992,2658.816,2321.127,2653.242,2321.127,912.2413,2434.123,841.7424,2542.411,841.7424,956.8315,914.0992,843.3276,2787.019,2525.039,805.2828,2542.411,2653.242,869.509,1644.964,0,0
"1125","UNITED STATES",1222.361,"MALE","84000039",84006681,"YES",15.83,"NEVER MISSED SCHOOL FOR >3 MONTHS","3 TIMES OF WORKING FOR PAY PER WEEK","NATIVE STUDENT",80.92,-1.3565,-0.4772,0.9013,"ISCED LEVEL 6",19.2,-0.2275,-2.8154,-1.7318,-1.0624,0.5063,0.9796,-1.1232,0.6269,0.128,455.259,470.546,484.833,516.1,499.62,476.656,529.46,491.288,429.619,461.115,391.882,371.917,338.302,348.678,383.048,385.238,407.403,379.955,364.575,368.922,531.231,491.24,517.543,590.082,607.888,555.489,571.316,504.565,436.704,533.903,2304.167,2251.801,784.7753,873.3089,786.1401,873.3089,2255.822,835.8144,2415.434,799.8822,2415.434,2159.316,2251.801,2410.798,753.3843,817.5312,2522.066,799.8822,786.1401,2348.306,817.5312,837.3767,2415.434,2159.316,2410.798,2159.316,835.8144,2255.822,784.7753,2348.306,784.7753,873.3089,837.3767,786.1401,2522.066,2304.167,753.3843,2348.306,2410.798,799.8822,2525.039,2429.415,841.7424,956.8315,843.3276,956.8315,2434.123,912.2413,2658.816,869.509,2658.816,2321.127,2429.415,2653.242,805.2828,879.7873,2787.019,869.509,843.3276,2542.411,879.7873,914.0992,2658.816,2321.127,2653.242,2321.127,912.2413,2434.123,841.7424,2542.411,841.7424,956.8315,914.0992,843.3276,2787.019,2525.039,805.2828,2542.411,2653.242,869.509,1644.964,1,0
"1126","UNITED STATES",1222.361,"FEMALE","84000039",84004446,"YES",15.5,"NEVER MISSED SCHOOL FOR >3 MONTHS","5 TIMES OF WORKING FOR PAY PER WEEK","NATIVE STUDENT",76.49,2.6357,0.0368,0.0432,"ISCED LEVEL 3.4",72.94,0.8236,0.4062,0.3346,1.1456,0.5845,-1.3609,-0.3477,0.6534,-0.6247,424.542,404.181,471.956,439.218,444.429,431.086,475.1,409.568,501.229,473.63,481.364,407.652,492.355,433.148,439.664,509.233,457.016,382.37,424.357,450.646,475.172,446.982,483.886,467.026,441.297,444.097,449.859,453.842,454.001,441.204,2420.517,2320.682,737.5692,841.9966,738.8519,841.9966,2324.826,805.8465,2537.404,771.2027,2537.404,2225.368,2320.682,2532.533,708.0664,768.3547,2649.419,771.2027,738.8519,2420.14,768.3547,807.3528,2537.404,2225.368,2532.533,2225.368,805.8465,2324.826,737.5692,2420.14,737.5692,841.9966,807.3528,738.8519,2649.419,2420.517,708.0664,2420.14,2532.533,771.2027,2652.543,2503.73,791.1096,922.5246,792.5994,922.5246,2508.582,879.5332,2793.075,838.333,2793.075,2392.129,2503.73,2787.22,756.8431,826.866,2927.752,838.333,792.5994,2620.182,826.866,881.3245,2793.075,2392.129,2787.22,2392.129,879.5332,2508.582,791.1096,2620.182,791.1096,922.5246,881.3245,792.5994,2927.752,2652.543,756.8431,2620.182,2787.22,838.333,1640.961,1,0
"1128","UNITED STATES",1222.361,"FEMALE","84000039",84006132,"YES",15.58,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",84.14,0.0717,0.1754,0.9209,"ISCED LEVEL 4",56,-0.6583,0.4062,0.3346,0.3623,-0.0484,-0.1125,-0.016,0.2943,1.2223,428.469,405.173,396.421,411.154,371.149,403.631,411.551,425.134,395.429,386.663,468.746,491.185,483.364,478.91,399.574,474.58,462.091,460.079,385.217,454.319,405.454,400.435,392.32,398.329,351.77,414.097,422.619,440.204,406.215,385.794,2420.517,2320.682,737.5692,841.9966,738.8519,841.9966,2324.826,805.8465,2537.404,771.2027,2537.404,2225.368,2320.682,2532.533,708.0664,768.3547,2649.419,771.2027,738.8519,2420.14,768.3547,807.3528,2537.404,2225.368,2532.533,2225.368,805.8465,2324.826,737.5692,2420.14,737.5692,841.9966,807.3528,738.8519,2649.419,2420.517,708.0664,2420.14,2532.533,771.2027,2652.543,2503.73,791.1096,922.5246,792.5994,922.5246,2508.582,879.5332,2793.075,838.333,2793.075,2392.129,2503.73,2787.22,756.8431,826.866,2927.752,838.333,792.5994,2620.182,826.866,881.3245,2793.075,2392.129,2787.22,2392.129,879.5332,2508.582,791.1096,2620.182,791.1096,922.5246,881.3245,792.5994,2927.752,2652.543,756.8431,2620.182,2787.22,838.333,1640.961,0,0
"1129","UNITED STATES",1222.361,"MALE","84000039",84003529,"YES",16.17,"NEVER MISSED SCHOOL FOR >3 MONTHS","1 TIME OF WORKING FOR PAY PER WEEK","NATIVE STUDENT",28.52,-0.3528,0.4649,1.7821,"ISCED LEVEL 4",25.95,-1.4311,0.4062,-1.3642,0.3623,-0.1828,-1.1478,-1.1232,0.5702,0.2913,376.214,399.719,382.049,387.346,337.552,361.758,373.971,364.942,406.93,355.891,370.441,351.569,334.091,359.456,295.718,355.816,339.152,378.644,365.258,367.439,506.975,453.967,455.388,443.269,410.707,432.448,493.019,501.854,476.535,443.932,2304.167,2251.801,784.7753,873.3089,786.1401,873.3089,2255.822,835.8144,2415.434,799.8822,2415.434,2159.316,2251.801,2410.798,753.3843,817.5312,2522.066,799.8822,786.1401,2348.306,817.5312,837.3767,2415.434,2159.316,2410.798,2159.316,835.8144,2255.822,784.7753,2348.306,784.7753,873.3089,837.3767,786.1401,2522.066,2304.167,753.3843,2348.306,2410.798,799.8822,2525.039,2429.415,841.7424,956.8315,843.3276,956.8315,2434.123,912.2413,2658.816,869.509,2658.816,2321.127,2429.415,2653.242,805.2828,879.7873,2787.019,869.509,843.3276,2542.411,879.7873,914.0992,2658.816,2321.127,2653.242,2321.127,912.2413,2434.123,841.7424,2542.411,841.7424,956.8315,914.0992,843.3276,2787.019,2525.039,805.2828,2542.411,2653.242,869.509,1644.964,1,0
